User_ID,Product_ID,Rating,Timestamp
A5JLAU2ARJ0BO,1400532655,1.0,1291334400
A2R6RA8FRBS608,B000001OL6,4.0,1209513600
A11D1KHM7DVOQK,B000001OMN,2.0,1167350400
A6FIAB28IS79,B00000J05A,3.0,985564800
A2R6RA8FRBS608,B00000J1EP,4.0,1186272000
A11D1KHM7DVOQK,B00000J1G6,1.0,1110499200
AKT8TGIT6VVZ5,B00000J1TX,5.0,1180224000
A6FIAB28IS79,B00000J1UQ,5.0,1251763200
A231WM2Z2JL0U3,B00000J1US,5.0,1010880000
A2B7BUH8834Y6M,B00000J1UU,5.0,1011484800
A2B7BUH8834Y6M,B00000J3II,5.0,1011830400
A6FIAB28IS79,B00000J4CY,3.0,1199404800
A2R6RA8FRBS608,B00000J4IX,4.0,1180137600
A231WM2Z2JL0U3,B00000J570,4.0,979776000
A11D1KHM7DVOQK,B00000J9Z7,4.0,1168646400
A11D1KHM7DVOQK,B00000JBYW,1.0,1174348800
A11D1KHM7DVOQK,B00000JCTD,4.0,1108339200
A231WM2Z2JL0U3,B00000JFJA,3.0,1007164800
A2B7BUH8834Y6M,B00000JFOF,5.0,1003190400
A3OXHLG6DIBRW8,B00000JHX1,4.0,1253232000
A3OXHLG6DIBRW8,B00000JLSJ,5.0,1253232000
A231WM2Z2JL0U3,B00000JSGF,4.0,969840000
A2B7BUH8834Y6M,B00000K0KJ,4.0,1011830400
A2B7BUH8834Y6M,B00000K1SF,1.0,962496000
A231WM2Z2JL0U3,B00000K4KH,5.0,1078444800
A2B7BUH8834Y6M,B00000K4KU,5.0,1069372800
A231WM2Z2JL0U3,B00001OPK8,4.0,964828800
A11D1KHM7DVOQK,B00001P3XM,4.0,1089849600
A6FIAB28IS79,B00001P4X5,3.0,1019779200
A6FIAB28IS79,B00001P4ZH,3.0,1237507200
A11D1KHM7DVOQK,B00001W0D4,4.0,1167264000
A6FIAB28IS79,B00001W0DI,5.0,1084665600
A231WM2Z2JL0U3,B00001YVG4,5.0,987465600
A2R6RA8FRBS608,B00001ZT4H,4.0,1209513600
A2B7BUH8834Y6M,B00001ZWPF,4.0,1001808000
A11D1KHM7DVOQK,B00001ZWRV,3.0,1104019200
AKT8TGIT6VVZ5,B000021YU8,5.0,983318400
A231WM2Z2JL0U3,B000021YUO,5.0,985824000
A231WM2Z2JL0U3,B000023VUL,5.0,970444800
A6FIAB28IS79,B000023VUL,2.0,1010534400
A3OXHLG6DIBRW8,B000026D8E,2.0,1233619200
A231WM2Z2JL0U3,B000028F42,5.0,974851200
A2B7BUH8834Y6M,B0000296HA,1.0,1069977600
A231WM2Z2JL0U3,B00002SWHH,3.0,968112000
A3OXHLG6DIBRW8,B00003006E,5.0,1244937600
A5JLAU2ARJ0BO,B00003006R,5.0,1052092800
A231WM2Z2JL0U3,B0000304ZO,5.0,966729600
A3OXHLG6DIBRW8,B000031WDA,3.0,1228953600
A231WM2Z2JL0U3,B000038AB2,5.0,974160000
AT6CZDCP4TRGA,B00003CWA3,3.0,1078012800
A231WM2Z2JL0U3,B00003CWCI,4.0,970444800
A6FIAB28IS79,B00003CWDH,4.0,1219968000
A231WM2Z2JL0U3,B00003CWE8,4.0,970444800
A5JLAU2ARJ0BO,B00003G1RG,3.0,1104796800
A231WM2Z2JL0U3,B00003G1RG,5.0,997488000
A231WM2Z2JL0U3,B00003G1RJ,5.0,998697600
A2R6RA8FRBS608,B00003GO0E,5.0,1199750400
A231WM2Z2JL0U3,B00003ZDJ7,5.0,1015804800
A231WM2Z2JL0U3,B0000488VK,3.0,995414400
A2B7BUH8834Y6M,B00004R8V6,2.0,1011830400
A231WM2Z2JL0U3,B00004R8VC,5.0,993859200
A231WM2Z2JL0U3,B00004RC2D,4.0,976147200
A5JLAU2ARJ0BO,B00004S9AK,5.0,956880000
A231WM2Z2JL0U3,B00004S9AK,5.0,970099200
A231WM2Z2JL0U3,B00004SA30,5.0,991440000
A5JLAU2ARJ0BO,B00004SB92,4.0,1034726400
A231WM2Z2JL0U3,B00004SB92,5.0,1011657600
A2B7BUH8834Y6M,B00004SB92,4.0,1011484800
A231WM2Z2JL0U3,B00004SC3Y,4.0,1008028800
A231WM2Z2JL0U3,B00004SCIT,4.0,977270400
A25HBO5V8S8SEA,B00004SCKA,5.0,1099612800
A231WM2Z2JL0U3,B00004SCKA,4.0,969062400
A231WM2Z2JL0U3,B00004SD15,5.0,1007078400
A231WM2Z2JL0U3,B00004SD85,5.0,999648000
A231WM2Z2JL0U3,B00004SD9Q,5.0,971395200
A231WM2Z2JL0U3,B00004SSRC,5.0,973641600
A2R6RA8FRBS608,B00004SU73,4.0,1159142400
A231WM2Z2JL0U3,B00004SYB7,5.0,980208000
A2R6RA8FRBS608,B00004SYKO,5.0,1230422400
A2B7BUH8834Y6M,B00004SYVL,4.0,961632000
A5JLAU2ARJ0BO,B00004T1KZ,4.0,1078185600
A6FIAB28IS79,B00004T1WU,5.0,1030838400
A6FIAB28IS79,B00004T1X6,4.0,1024704000
A2R6RA8FRBS608,B00004T8R2,4.0,1255564800
A11D1KHM7DVOQK,B00004T8R2,2.0,1191369600
A231WM2Z2JL0U3,B00004TDL2,3.0,1017187200
A6FIAB28IS79,B00004TDN0,5.0,1008374400
A2B7BUH8834Y6M,B00004TDN2,4.0,1013040000
A231WM2Z2JL0U3,B00004TE75,5.0,997488000
A231WM2Z2JL0U3,B00004TEN2,5.0,995328000
A25HBO5V8S8SEA,B00004TENT,5.0,1099612800
A231WM2Z2JL0U3,B00004TH2Y,4.0,982022400
A231WM2Z2JL0U3,B00004THDE,5.0,990230400
A3OXHLG6DIBRW8,B00004TJ7O,5.0,1253232000
A6FIAB28IS79,B00004TKHY,4.0,996451200
A2B7BUH8834Y6M,B00004TL5Q,5.0,997920000
A5JLAU2ARJ0BO,B00004TS16,5.0,979257600
A231WM2Z2JL0U3,B00004TS16,5.0,973900800
A5JLAU2ARJ0BO,B00004TVSO,2.0,1107129600
A2R6RA8FRBS608,B00004TWM4,3.0,1238716800
A2R6RA8FRBS608,B00004TWVY,5.0,1197936000
A6FIAB28IS79,B00004TZGZ,3.0,1199232000
A6FIAB28IS79,B00004TZJJ,4.0,1020297600
A6FIAB28IS79,B00004TZJK,4.0,1076889600
A6FIAB28IS79,B00004TZJQ,3.0,1076889600
A11D1KHM7DVOQK,B00004TZK6,1.0,1174608000
A6FIAB28IS79,B00004TZKO,3.0,1003622400
A231WM2Z2JL0U3,B00004U8FY,4.0,997228800
A231WM2Z2JL0U3,B00004U9NP,4.0,995587200
A3OXHLG6DIBRW8,B00004VV4J,5.0,1253318400
A3OXHLG6DIBRW8,B00004VVGH,5.0,1253318400
A231WM2Z2JL0U3,B00004VWM3,5.0,970444800
A5JLAU2ARJ0BO,B00004VX3T,3.0,1056240000
A231WM2Z2JL0U3,B00004VX3T,5.0,1019433600
A231WM2Z2JL0U3,B00004W3YX,5.0,990403200
A231WM2Z2JL0U3,B00004WGNF,4.0,972691200
A231WM2Z2JL0U3,B00004WHF1,5.0,1024012800
A231WM2Z2JL0U3,B00004WIMW,1.0,969494400
A231WM2Z2JL0U3,B00004X036,3.0,999648000
A5JLAU2ARJ0BO,B00004X107,4.0,1104364800
A231WM2Z2JL0U3,B00004XO1V,5.0,975888000
AKT8TGIT6VVZ5,B00004XOM3,5.0,1120176000
A2B7BUH8834Y6M,B00004XOM3,4.0,1159056000
A231WM2Z2JL0U3,B00004XP73,3.0,990230400
A2B7BUH8834Y6M,B00004Y284,5.0,1028332800
A231WM2Z2JL0U3,B00004Y2MM,5.0,1001116800
A231WM2Z2JL0U3,B00004Y303,4.0,994809600
AT6CZDCP4TRGA,B00004Y3U7,1.0,1152144000
AT6CZDCP4TRGA,B00004Y3V0,1.0,1100131200
A231WM2Z2JL0U3,B00004Y7CF,5.0,1002672000
AT6CZDCP4TRGA,B00004Y7TC,4.0,1041206400
A231WM2Z2JL0U3,B00004Y7Y2,4.0,980553600
A231WM2Z2JL0U3,B00004YBVE,3.0,1011398400
A5JLAU2ARJ0BO,B00004YKDQ,1.0,979257600
A231WM2Z2JL0U3,B00004YKDQ,4.0,1006214400
A231WM2Z2JL0U3,B00004YMBK,5.0,995414400
A231WM2Z2JL0U3,B00004YRVY,4.0,971308800
A11D1KHM7DVOQK,B00004Z0BN,3.0,1122076800
A11D1KHM7DVOQK,B00004Z0C2,4.0,1116979200
A231WM2Z2JL0U3,B00004Z4ZB,3.0,1025395200
A3OXHLG6DIBRW8,B00004Z5KI,5.0,1284854400
A5JLAU2ARJ0BO,B00004Z5L8,5.0,1035849600
A3OXHLG6DIBRW8,B00004Z5M1,5.0,1281484800
A5JLAU2ARJ0BO,B00004Z5M1,5.0,1100044800
A2R6RA8FRBS608,B00004Z5M1,5.0,1194825600
A11D1KHM7DVOQK,B00004Z672,2.0,1112486400
A6FIAB28IS79,B00004Z6KW,5.0,1013817600
A231WM2Z2JL0U3,B00004Z6OK,3.0,1001289600
A231WM2Z2JL0U3,B00004Z6PI,5.0,1018828800
A231WM2Z2JL0U3,B00004Z86J,5.0,992044800
A25HBO5V8S8SEA,B00004Z8HN,5.0,1099612800
A25HBO5V8S8SEA,B00004Z90O,5.0,1099612800
A231WM2Z2JL0U3,B00004ZA7W,5.0,1031702400
A25HBO5V8S8SEA,B00004ZB57,5.0,1099612800
A3OXHLG6DIBRW8,B00004ZCJE,5.0,1243555200
A2B7BUH8834Y6M,B00004ZCJE,5.0,1365552000
A2B7BUH8834Y6M,B00004ZD36,4.0,1069804800
AKT8TGIT6VVZ5,B0000501QC,5.0,1122076800
A2B7BUH8834Y6M,B0000507JI,4.0,1007510400
A231WM2Z2JL0U3,B0000509JK,2.0,1008633600
A231WM2Z2JL0U3,B0000509JL,2.0,989712000
A2R6RA8FRBS608,B000050AQ7,5.0,1191628800
A231WM2Z2JL0U3,B000050AQ7,5.0,1034467200
A231WM2Z2JL0U3,B000050NON,4.0,1028419200
A2R6RA8FRBS608,B000050ZE2,4.0,1188172800
A25HBO5V8S8SEA,B000050ZTY,5.0,1099612800
A25HBO5V8S8SEA,B000050ZUC,5.0,1099612800
A231WM2Z2JL0U3,B0000510NY,3.0,1015459200
A3OXHLG6DIBRW8,B0000510T7,5.0,1367539200
A231WM2Z2JL0U3,B0000510YS,5.0,1001289600
A3OXHLG6DIBRW8,B0000510ZO,4.0,1316044800
A231WM2Z2JL0U3,B000051123,5.0,1010275200
A231WM2Z2JL0U3,B0000511OJ,3.0,1006214400
AT6CZDCP4TRGA,B0000511U7,4.0,1320537600
A231WM2Z2JL0U3,B0000512Q7,3.0,1003190400
A25HBO5V8S8SEA,B0000512VK,5.0,1099612800
A231WM2Z2JL0U3,B00005137P,5.0,1023494400
A6FIAB28IS79,B00005138B,2.0,993772800
A6FIAB28IS79,B0000513SA,5.0,1010188800
A25HBO5V8S8SEA,B00005145S,5.0,1099612800
A2B7BUH8834Y6M,B000051JUL,4.0,1011484800
A231WM2Z2JL0U3,B000051SHL,5.0,1037145600
A231WM2Z2JL0U3,B000051TN9,4.0,1010707200
A231WM2Z2JL0U3,B000051TNA,4.0,998956800
AKT8TGIT6VVZ5,B0000520HD,4.0,997315200
AKT8TGIT6VVZ5,B0000520I7,5.0,997142400
AKT8TGIT6VVZ5,B0000520IA,5.0,1099094400
AKT8TGIT6VVZ5,B0000520IJ,5.0,997056000
AKT8TGIT6VVZ5,B0000520IL,5.0,1072828800
AKT8TGIT6VVZ5,B0000520IT,5.0,1010620800
AKT8TGIT6VVZ5,B0000520IV,5.0,1010361600
A2B7BUH8834Y6M,B000052WM4,3.0,1069372800
AKT8TGIT6VVZ5,B000053HH5,5.0,1120694400
A2B7BUH8834Y6M,B000055YX6,5.0,1092528000
A231WM2Z2JL0U3,B000056Q1H,5.0,997228800
A5JLAU2ARJ0BO,B000056SRE,5.0,1065744000
A231WM2Z2JL0U3,B000056SSM,3.0,1024963200
A5JLAU2ARJ0BO,B00005853Z,5.0,983664000
A11D1KHM7DVOQK,B000059L44,1.0,1112486400
A2B7BUH8834Y6M,B000059YXK,5.0,1069804800
A231WM2Z2JL0U3,B00005A0R4,5.0,1003276800
A231WM2Z2JL0U3,B00005A3MB,5.0,988934400
A231WM2Z2JL0U3,B00005A9WZ,5.0,1007164800
A25HBO5V8S8SEA,B00005AC8J,5.0,1099612800
A231WM2Z2JL0U3,B00005AC8J,5.0,1011916800
A6FIAB28IS79,B00005ALB1,3.0,1019692800
A2R6RA8FRBS608,B00005AQ53,4.0,1189123200
A6FIAB28IS79,B00005AR4L,4.0,987206400
A231WM2Z2JL0U3,B00005ARK3,4.0,1070236800
A231WM2Z2JL0U3,B00005AT7Y,5.0,996883200
A231WM2Z2JL0U3,B00005ATWQ,4.0,992736000
A231WM2Z2JL0U3,B00005ATXJ,5.0,992044800
A231WM2Z2JL0U3,B00005ATZN,5.0,991958400
A231WM2Z2JL0U3,B00005AW1H,4.0,1034467200
A231WM2Z2JL0U3,B00005AW1X,4.0,1009497600
A6FIAB28IS79,B00005AWBJ,4.0,1019865600
A231WM2Z2JL0U3,B00005AY8Q,5.0,1007683200
A231WM2Z2JL0U3,B00005AYLL,5.0,1039824000
A231WM2Z2JL0U3,B00005B0BY,5.0,989625600
A231WM2Z2JL0U3,B00005B4BN,1.0,997574400
A231WM2Z2JL0U3,B00005B4BW,2.0,965433600
A231WM2Z2JL0U3,B00005B6TI,5.0,1007164800
A231WM2Z2JL0U3,B00005B6UF,5.0,1007769600
A231WM2Z2JL0U3,B00005B6YF,3.0,993340800
A231WM2Z2JL0U3,B00005B70I,2.0,989712000
A231WM2Z2JL0U3,B00005B8HO,5.0,1038700800
A11D1KHM7DVOQK,B00005B8SF,2.0,1110412800
A11D1KHM7DVOQK,B00005B9W6,1.0,1106784000
A231WM2Z2JL0U3,B00005BABT,4.0,1014940800
A231WM2Z2JL0U3,B00005BKZZ,3.0,991180800
A231WM2Z2JL0U3,B00005I9P3,5.0,991094400
AT6CZDCP4TRGA,B00005I9RU,2.0,1206748800
A25HBO5V8S8SEA,B00005ICE1,5.0,1099612800
A231WM2Z2JL0U3,B00005ICE1,5.0,1015459200
A25HBO5V8S8SEA,B00005ICE3,5.0,1099612800
A25HBO5V8S8SEA,B00005JGFK,5.0,1099612800
A25HBO5V8S8SEA,B00005JGFR,5.0,1099612800
A25HBO5V8S8SEA,B00005JGFT,5.0,1099612800
A231WM2Z2JL0U3,B00005JHQA,4.0,999648000
A231WM2Z2JL0U3,B00005KAMS,3.0,1010448000
A231WM2Z2JL0U3,B00005KB24,5.0,1031443200
AT6CZDCP4TRGA,B00005LACB,4.0,1106092800
AKT8TGIT6VVZ5,B00005LAXJ,3.0,1070064000
A231WM2Z2JL0U3,B00005LB8P,5.0,998784000
A6FIAB28IS79,B00005LB8P,5.0,993772800
A3OXHLG6DIBRW8,B00005LD4T,5.0,1219536000
A3OXHLG6DIBRW8,B00005LD4W,5.0,1219536000
A25HBO5V8S8SEA,B00005LDK6,5.0,1099612800
A231WM2Z2JL0U3,B00005LDQH,4.0,996883200
AKT8TGIT6VVZ5,B00005LE6Z,5.0,1122681600
AKT8TGIT6VVZ5,B00005LE70,5.0,1120694400
AKT8TGIT6VVZ5,B00005LE72,4.0,1135728000
AKT8TGIT6VVZ5,B00005LE75,5.0,1122681600
AKT8TGIT6VVZ5,B00005LE77,5.0,1122681600
AKT8TGIT6VVZ5,B00005LE78,5.0,1122681600
A5JLAU2ARJ0BO,B00005LEN4,5.0,1106784000
AKT8TGIT6VVZ5,B00005LEN4,5.0,1122681600
A5JLAU2ARJ0BO,B00005LENO,5.0,1107820800
AKT8TGIT6VVZ5,B00005LENO,5.0,1120608000
AKT8TGIT6VVZ5,B00005LENW,5.0,1120176000
AKT8TGIT6VVZ5,B00005LEOC,4.0,1122681600
AKT8TGIT6VVZ5,B00005LEOH,5.0,1148256000
AKT8TGIT6VVZ5,B00005LEOM,5.0,1121472000
AKT8TGIT6VVZ5,B00005LERN,5.0,1092441600
A231WM2Z2JL0U3,B00005MA7J,4.0,1007596800
A231WM2Z2JL0U3,B00005MA9X,5.0,1012089600
A231WM2Z2JL0U3,B00005MAAR,5.0,1069459200
A231WM2Z2JL0U3,B00005MEMN,4.0,997574400
A231WM2Z2JL0U3,B00005MEN6,4.0,1012003200
A25HBO5V8S8SEA,B00005MIS8,5.0,1099612800
A6FIAB28IS79,B00005ML56,2.0,1013299200
A3OXHLG6DIBRW8,B00005ML7Q,4.0,1348704000
A5JLAU2ARJ0BO,B00005MOZG,4.0,1072656000
A6FIAB28IS79,B00005N6KF,4.0,1035936000
A231WM2Z2JL0U3,B00005NDUP,5.0,1025308800
A25HBO5V8S8SEA,B00005NFPH,5.0,1099612800
A25HBO5V8S8SEA,B00005NFPU,5.0,1099612800
A231WM2Z2JL0U3,B00005NGQF,4.0,1022457600
A231WM2Z2JL0U3,B00005NHAC,5.0,1006905600
A231WM2Z2JL0U3,B00005NHAK,4.0,1007683200
A25HBO5V8S8SEA,B00005NHH8,5.0,1099612800
A5JLAU2ARJ0BO,B00005NIMR,4.0,1125187200
A6FIAB28IS79,B00005NIMR,3.0,1193875200
A2B7BUH8834Y6M,B00005NK38,5.0,1012953600
A6FIAB28IS79,B00005NK3C,3.0,1012348800
A5JLAU2ARJ0BO,B00005NKXS,5.0,1054857600
A2R6RA8FRBS608,B00005NOHQ,5.0,1193356800
A231WM2Z2JL0U3,B00005NWQN,5.0,1006473600
A5JLAU2ARJ0BO,B00005O0LH,5.0,1077062400
A231WM2Z2JL0U3,B00005O0LI,5.0,1023494400
A231WM2Z2JL0U3,B00005OAY3,3.0,1007942400
A25HBO5V8S8SEA,B00005OCY6,5.0,1100217600
A231WM2Z2JL0U3,B00005OL85,5.0,1008288000
A231WM2Z2JL0U3,B00005OMN0,5.0,1007942400
A25HBO5V8S8SEA,B00005OMXW,5.0,1099612800
AT6CZDCP4TRGA,B00005OMZ7,3.0,1038614400
A25HBO5V8S8SEA,B00005OMZJ,5.0,1099612800
A231WM2Z2JL0U3,B00005OMZN,3.0,1029024000
A231WM2Z2JL0U3,B00005OMZT,5.0,1059264000
A5JLAU2ARJ0BO,B00005OP2T,5.0,1064793600
A231WM2Z2JL0U3,B00005OQMO,4.0,1033603200
A231WM2Z2JL0U3,B00005Q7DG,4.0,1009670400
A5JLAU2ARJ0BO,B00005Q7DH,5.0,1029283200
A231WM2Z2JL0U3,B00005Q7DI,4.0,1007683200
A11D1KHM7DVOQK,B00005QBUR,4.0,1167264000
A11D1KHM7DVOQK,B00005QBUU,4.0,1167264000
A5JLAU2ARJ0BO,B00005QCU3,5.0,1008720000
A231WM2Z2JL0U3,B00005QFZF,5.0,1022457600
A5JLAU2ARJ0BO,B00005QFZG,5.0,1051574400
A231WM2Z2JL0U3,B00005QFZG,5.0,1015718400
A231WM2Z2JL0U3,B00005QI59,5.0,1007596800
A231WM2Z2JL0U3,B00005QJCU,4.0,1010880000
A11D1KHM7DVOQK,B00005QT5J,2.0,1107734400
A231WM2Z2JL0U3,B00005QXWI,5.0,1025308800
A231WM2Z2JL0U3,B00005R098,4.0,1035676800
A231WM2Z2JL0U3,B00005R8TR,4.0,1007510400
A25HBO5V8S8SEA,B00005RFC1,5.0,1099612800
A231WM2Z2JL0U3,B00005RG4N,3.0,1007078400
A2B7BUH8834Y6M,B00005S0M5,5.0,1012348800
A11D1KHM7DVOQK,B00005T39Y,4.0,1135641600
A5JLAU2ARJ0BO,B00005T3B5,5.0,1050451200
A2R6RA8FRBS608,B00005T3BP,5.0,1212537600
A6FIAB28IS79,B00005T3ND,3.0,1020038400
AT6CZDCP4TRGA,B00005T3Q2,5.0,1323907200
A5JLAU2ARJ0BO,B00005T3RC,5.0,1093996800
A5JLAU2ARJ0BO,B00005T3SM,5.0,1060819200
A11D1KHM7DVOQK,B00005T3SP,4.0,1169510400
A231WM2Z2JL0U3,B00005T3T6,5.0,1016064000
A2B7BUH8834Y6M,B00005T3T6,5.0,1011571200
A231WM2Z2JL0U3,B00005T3TL,5.0,1029024000
A6FIAB28IS79,B00005T408,4.0,1274313600
A231WM2Z2JL0U3,B00005T6GZ,5.0,1006387200
A231WM2Z2JL0U3,B00005U0I5,5.0,1016150400
A231WM2Z2JL0U3,B00005UE92,5.0,1013040000
A25HBO5V8S8SEA,B00005UEA6,5.0,1099612800
A2R6RA8FRBS608,B00005UKBG,5.0,1184198400
A231WM2Z2JL0U3,B00005UKBX,5.0,1057968000
A25HBO5V8S8SEA,B00005UPRC,5.0,1099612800
A25HBO5V8S8SEA,B00005UPRJ,5.0,1099612800
A5JLAU2ARJ0BO,B00005USA7,5.0,1099958400
A2R6RA8FRBS608,B00005USQ7,4.0,1197417600
A231WM2Z2JL0U3,B00005UT2Q,4.0,1010880000
A231WM2Z2JL0U3,B00005UT2S,5.0,1011657600
A231WM2Z2JL0U3,B00005UT2T,5.0,1013040000
A231WM2Z2JL0U3,B00005UT2U,5.0,1011657600
AT6CZDCP4TRGA,B00005UV2R,1.0,1103760000
A5JLAU2ARJ0BO,B00005V14C,5.0,1040515200
A25HBO5V8S8SEA,B00005V1VJ,5.0,1099612800
A11D1KHM7DVOQK,B00005V54U,5.0,1115424000
A5JLAU2ARJ0BO,B00005V619,5.0,1016323200
A231WM2Z2JL0U3,B00005Y1Z6,5.0,1023235200
A5JLAU2ARJ0BO,B00005Y3OM,4.0,1104883200
A5JLAU2ARJ0BO,B00005Y4QP,5.0,1032480000
A231WM2Z2JL0U3,B00005Y7DO,5.0,1068854400
A11D1KHM7DVOQK,B000060OEO,4.0,1148774400
A5JLAU2ARJ0BO,B000062TTE,5.0,1040428800
A2B7BUH8834Y6M,B000062XUQ,5.0,1100476800
A5JLAU2ARJ0BO,B0000630MK,3.0,1017619200
A25HBO5V8S8SEA,B0000630TK,5.0,1099612800
A231WM2Z2JL0U3,B0000630TO,5.0,1015804800
A231WM2Z2JL0U3,B0000632FZ,5.0,1038787200
A6FIAB28IS79,B0000632FZ,5.0,1111622400
A5JLAU2ARJ0BO,B0000633EO,4.0,1021334400
A5JLAU2ARJ0BO,B00006352Y,2.0,1019174400
A231WM2Z2JL0U3,B000063574,5.0,1037145600
A5JLAU2ARJ0BO,B0000638RV,5.0,1035849600
A231WM2Z2JL0U3,B000063BGY,4.0,1025308800
A5JLAU2ARJ0BO,B000063CUK,5.0,1055721600
A231WM2Z2JL0U3,B000063CWO,4.0,1022889600
A231WM2Z2JL0U3,B000063CWP,4.0,1024012800
A5JLAU2ARJ0BO,B000063CWQ,5.0,1082505600
A5JLAU2ARJ0BO,B000063EKP,5.0,1045440000
A11D1KHM7DVOQK,B000063ENL,4.0,1109980800
A231WM2Z2JL0U3,B000063S4J,4.0,1031097600
A231WM2Z2JL0U3,B000063SGW,5.0,1081814400
A25HBO5V8S8SEA,B000063TM4,5.0,1099612800
A231WM2Z2JL0U3,B000064076,5.0,1019520000
A231WM2Z2JL0U3,B00006412G,5.0,1022457600
A5JLAU2ARJ0BO,B0000642RX,3.0,1061337600
A5JLAU2ARJ0BO,B0000643XU,5.0,1045440000
A231WM2Z2JL0U3,B0000645C8,4.0,1022976000
A5JLAU2ARJ0BO,B0000645C9,5.0,1048464000
A231WM2Z2JL0U3,B0000645C9,4.0,1024704000
A231WM2Z2JL0U3,B0000645ED,5.0,1039651200
A11D1KHM7DVOQK,B00006483U,2.0,1109980800
A5JLAU2ARJ0BO,B00006484F,1.0,1039651200
A5JLAU2ARJ0BO,B0000655ZA,4.0,1040428800
A5JLAU2ARJ0BO,B0000658CD,4.0,1021075200
A5JLAU2ARJ0BO,B0000658CG,5.0,1035849600
A231WM2Z2JL0U3,B0000658CG,5.0,1023235200
